employee_id,training_date,training_name,training_type,outcome,training_location,trainer,duration_days,cost
1551,8/22/2022,Project Management,External,Failed,Kimberlyshire,Todd Medina,4,791.44
1553,3/19/2023,Leadership Development,External,Passed,Chenshire,Michael Hoffman,3,528.55
1555,2/26/2023,Technical Skills,External,Passed,New Jamesport,Karen Ramos MD,5,757.78
1556,6/10/2023,Communication Skills,External,Passed,Justinmouth,Vincent Lester,1,337.94
1558,9/25/2022,Leadership Development,External,Passed,Alvarezland,Daniel Edwards,2,839.12
1561,10/19/2022,Leadership Development,Internal,Failed,Lake Jenniferside,Dr. Heather Osborne,3,924.06
1563,12/9/2022,Leadership Development,External,Failed,Grantton,Laura Harper,3,721.86
1564,4/20/2023,Communication Skills,External,Passed,Mannton,Larry Johnson,4,430.3
1565,12/3/2022,Customer Service,Internal,Passed,New Taylorhaven,Heather Jones,3,337.52
1566,5/5/2023,Communication Skills,Internal,Failed,East Matthew,Mrs. Jordan Lee,1,692.71
1568,4/7/2023,Communication Skills,External,Failed,Riddleland,Maria Ramos,5,586.71
1569,3/20/2023,Customer Service,Internal,Passed,West Patrickmouth,Brian Fitzpatrick,2,771.98
1570,3/28/2023,Project Management,Internal,Passed,West Chelseastad,Christopher Davidson,4,121.88
1571,3/15/2023,Project Management,External,Passed,Hillstad,Jennifer Gonzales,2,379.68
1572,10/8/2022,Customer Service,Internal,Passed,Adammouth,Douglas Greer,2,738.65
1573,12/15/2022,Technical Skills,External,Failed,Khanberg,Douglas Johnson,2,159.42
1577,10/26/2022,Customer Service,External,Failed,Lake Billy,Katherine Ward,5,413.08
1578,12/29/2022,Technical Skills,External,Failed,Lake Susanmouth,Brandon Booker,1,856.71
1579,10/20/2022,Communication Skills,Internal,Passed,Port Stevenside,Ashley Brown,5,322.3
1581,1/10/2023,Project Management,External,Failed,Port Kellyside,Lindsay Allison,2,480.2
1584,5/10/2023,Leadership Development,External,Passed,South Kristaborough,Thomas Ware,4,265.22
1585,2/6/2023,Technical Skills,External,Failed,Kellybury,Lauren Rogers PhD,5,843.28
1586,12/6/2022,Communication Skills,Internal,Passed,North Megan,Johnny Moore,3,643.9
1587,3/10/2023,Customer Service,Internal,Passed,Alvarezshire,Daniel Perez,4,876.73
1588,11/8/2022,Leadership Development,Internal,Failed,East Douglasport,Christopher Hayes,1,293.85
1590,3/16/2023,Leadership Development,Internal,Failed,Sarahbury,Jordan Jarvis,2,187.35
1592,6/20/2023,Communication Skills,Internal,Failed,Leblancville,Donald Rogers,1,590.82
1593,5/8/2023,Leadership Development,External,Failed,Debbiemouth,Pamela Sharp,1,321.08
1594,4/4/2023,Communication Skills,External,Failed,New Tinafurt,Jessica King,1,684.45
1598,6/17/2023,Technical Skills,Internal,Failed,New Jenniferburgh,Daniel Barnes,2,130.29
1600,8/15/2022,Project Management,Internal,Passed,Jorgemouth,Katherine Ramos,5,851.93
1601,5/20/2023,Technical Skills,Internal,Failed,New Shannontown,Anthony King,4,381.09
1604,2/8/2023,Communication Skills,External,Passed,New Ashley,Jason Williams,3,999.97
1606,9/26/2022,Project Management,Internal,Passed,Petermouth,Teresa Dickerson PhD,5,937.89
1607,11/30/2022,Customer Service,External,Passed,West Jamesshire,Pamela Stevens,3,961.1
1608,11/6/2022,Customer Service,Internal,Failed,North Stephenfurt,Lynn Duncan,1,820.96
1612,1/25/2023,Technical Skills,External,Failed,Lake Brentbury,Brad King,4,522.79
1614,7/22/2023,Communication Skills,External,Passed,Kennethstad,Tammy Paul,1,808.85
1616,7/18/2023,Leadership Development,External,Passed,Michelleborough,Mark Cisneros,2,206.73
1617,2/6/2023,Leadership Development,Internal,Passed,New Hannah,George Stevenson,3,586.5
1618,4/24/2023,Leadership Development,Internal,Passed,East Stephenfurt,Rose Ortega DDS,2,779.69
1620,1/18/2023,Project Management,External,Passed,Bakerberg,Michael Lee,5,986.14
1621,10/3/2022,Technical Skills,Internal,Passed,Pattersonmouth,Scott Calhoun,2,264.74
1625,11/15/2022,Project Management,External,Passed,East Danielport,David Wood,5,101.56
1632,3/26/2023,Leadership Development,External,Passed,Deniseshire,Jim Adams,4,196.31
1645,8/12/2022,Technical Skills,External,Passed,New Jeffrey,Nicole Horn,1,122.81
1648,1/11/2023,Project Management,External,Passed,West Dawntown,Kevin Palmer,1,699.81
1649,11/24/2022,Leadership Development,Internal,Passed,New David,Lisa Kennedy MD,5,452.38
1651,12/20/2022,Customer Service,Internal,Passed,Danieltown,Leslie Howell,5,595.83
1656,3/19/2023,Leadership Development,Internal,Passed,North Amanda,Christopher Drake,3,132.75
1657,10/1/2022,Technical Skills,Internal,Passed,South Danny,Robert Bartlett,1,838.52
1658,6/6/2023,Project Management,External,Failed,Morrisburgh,Bradley Walker,4,474.23
1661,7/20/2023,Technical Skills,Internal,Failed,New Nathan,Justin Thompson,5,633.36
1662,2/18/2023,Technical Skills,Internal,Failed,Wilsonborough,Diane Lam,3,241.19
1664,7/8/2023,Project Management,Internal,Failed,East Jimmy,Christopher Smith,1,137.87
1665,11/15/2022,Project Management,Internal,Passed,Herreraland,Dr. Christina Johnson,3,999.83
1666,2/21/2023,Technical Skills,Internal,Failed,New Paula,Kristin Scott,5,597.62
1667,9/11/2022,Leadership Development,External,Passed,Munozstad,Thomas Schmitt,1,697.89
1669,1/10/2023,Project Management,External,Passed,Danielport,Ronald Shaw,5,753.01
1670,2/1/2023,Leadership Development,Internal,Failed,Aaronstad,Jamie Riley,5,939.02
1672,9/14/2022,Technical Skills,External,Passed,Jacksonmouth,Todd Shea,3,263.8
1673,1/4/2023,Project Management,External,Failed,Christinashire,Mark Miller,2,981.06
1674,11/22/2022,Customer Service,Internal,Passed,New William,Brandon Lee,1,293.55
1675,3/7/2023,Technical Skills,Internal,Failed,New Alexanderland,Matthew Robertson,4,904.68
1677,12/2/2022,Technical Skills,External,Failed,Nicholsonfurt,Juan Hall,2,836.37
1682,9/19/2022,Project Management,External,Failed,South Rhondaburgh,Brittany Munoz,3,284.61
1687,2/24/2023,Customer Service,Internal,Failed,Tanyabury,James Brown,4,455.1
1688,12/21/2022,Project Management,Internal,Passed,Brendaside,Paul Harrington,3,880.67
1689,9/15/2022,Customer Service,External,Passed,Moodychester,Tara Ballard,2,712.64
1691,9/21/2022,Customer Service,External,Failed,South Kellyborough,Michael Williamson,3,120.37
1693,3/10/2023,Project Management,External,Passed,Hodgesmouth,Kim James,5,928.81
1696,5/29/2023,Project Management,Internal,Passed,Yatesburgh,Dr. Eric Reynolds,1,754.78
1700,9/19/2022,Customer Service,External,Passed,Andradeport,Dr. Taylor Davis,4,203.34
1702,3/19/2023,Communication Skills,Internal,Passed,Meganport,Madison Rogers,5,733.92
1703,10/6/2022,Customer Service,Internal,Passed,Audreyfort,Lance Steele,2,987.43
1704,5/13/2023,Customer Service,External,Passed,Lake Julia,Sarah Ryan,1,691.32
1705,10/22/2022,Communication Skills,External,Passed,Lake Traceyborough,Evan Davis,1,663.08
1706,9/21/2022,Customer Service,External,Failed,Kathleenhaven,Daniel Rivera,1,970.01
1707,5/26/2023,Customer Service,Internal,Passed,Shepherdchester,Jeffrey Williams,3,496.31
1711,9/30/2022,Technical Skills,External,Failed,Lindaland,Melissa Martinez,3,102.19
1712,6/6/2023,Communication Skills,Internal,Passed,Michaelberg,Adam Walters,2,581.16
1713,3/11/2023,Leadership Development,Internal,Failed,Clarkeside,Samantha Mcguire,3,752.91
1714,7/24/2023,Project Management,External,Passed,Lake Michael,Gary Smith,3,374.58
1717,11/5/2022,Customer Service,External,Failed,Port Joshua,Anne Holt,1,381.33
1718,12/24/2022,Leadership Development,Internal,Passed,Wellsborough,Wendy Short,3,527.62
1719,9/12/2022,Leadership Development,External,Passed,Butlerchester,Brian Hawkins,3,442.1
1722,5/14/2023,Technical Skills,External,Failed,Stephensburgh,Caleb Strickland,2,128.06
1725,1/16/2023,Customer Service,External,Passed,Cynthiaview,James Mccormick,1,743.28
1726,10/19/2022,Technical Skills,Internal,Passed,Higginsport,Joshua Brewer,4,435.18
1728,12/31/2022,Customer Service,External,Passed,Lake Dustin,Joel Thomas,2,103.07
1734,1/16/2023,Project Management,External,Passed,Samanthatown,Jodi Davis,2,391.39
1737,10/17/2022,Leadership Development,External,Failed,Atkinsonbury,William Collins,5,719
1741,11/8/2022,Leadership Development,External,Passed,Chasefurt,Mrs. Sandra Howard DDS,5,625.76
1742,4/19/2023,Communication Skills,External,Failed,Port Robert,Kristen Brown,1,206.72
1743,7/13/2023,Project Management,External,Passed,New David,Debra Barton,4,954.37
1744,12/24/2022,Communication Skills,Internal,Failed,Prattview,Scott Kline,4,728.77
1745,9/5/2022,Leadership Development,External,Passed,Simsberg,Mrs. Stephanie Miller,1,996.01
1749,7/21/2023,Leadership Development,Internal,Failed,Burtonton,Joseph Potter,3,148.69
1750,8/20/2022,Project Management,Internal,Failed,New Arthur,Maria Gonzalez,1,523.44
1754,1/30/2023,Project Management,External,Failed,Franciscohaven,John Jones,1,980.65
1755,11/22/2022,Communication Skills,External,Failed,Curryberg,Melissa Whitehead,2,367.76
1756,4/22/2023,Communication Skills,Internal,Failed,Laurieville,Jared Spence,1,849.36
1757,12/31/2022,Technical Skills,Internal,Failed,Port Brittanyton,Barbara Cochran,5,305.05
1758,5/14/2023,Customer Service,Internal,Passed,North Patricia,Robert Campbell,5,296.24
1759,10/21/2022,Project Management,Internal,Passed,Clarkview,Rachel Phillips,4,220.06
1764,5/7/2023,Communication Skills,Internal,Passed,Port Joshua,Anna Mitchell,1,834.44
1765,8/4/2023,Leadership Development,External,Failed,Williamsmouth,William Johnson,1,393.88
1769,3/27/2023,Leadership Development,Internal,Passed,New Jamesville,Stephanie Good DVM,1,976.58
1770,9/4/2022,Customer Service,External,Failed,West David,Natalie Ross,2,257.2
1771,2/27/2023,Technical Skills,External,Failed,New Kevinfurt,Randy Wilson,2,991.1
1773,12/30/2022,Leadership Development,Internal,Passed,Moorechester,Aaron Hubbard,2,817.45
1776,9/7/2022,Project Management,Internal,Failed,South Madison,Roy Johnson,2,521.69
1778,9/1/2022,Project Management,External,Passed,Lake James,Holly Roth,3,803.94
1781,7/4/2023,Technical Skills,External,Failed,Carlahaven,Frank Perez,4,892.3
1782,12/21/2022,Communication Skills,Internal,Passed,Bullockton,Ashley Rodriguez,3,560.35
1783,12/24/2022,Technical Skills,External,Passed,Ramosport,Justin Frazier,2,595.5
1788,12/23/2022,Leadership Development,Internal,Passed,Younghaven,Rhonda Ramirez,4,290.99
1791,11/26/2022,Project Management,Internal,Failed,Ronniefurt,Jonathan Perry,5,282.85
1792,11/29/2022,Technical Skills,Internal,Passed,New Kathryn,Barbara Parker,1,412.58
1794,10/31/2022,Leadership Development,Internal,Passed,East Laura,Susan Murphy,3,208.13
1796,10/27/2022,Customer Service,External,Failed,Genetown,Lindsay Adams,1,727.51
1798,12/11/2022,Communication Skills,Internal,Failed,South Shirley,Kayla Schwartz,1,725.94
1799,10/27/2022,Technical Skills,Internal,Passed,Port Gregory,Marc Price,1,338.36
1802,7/16/2023,Customer Service,Internal,Failed,Port Katherine,Dr. Reginald Chavez,5,131.92
1803,9/20/2022,Leadership Development,External,Passed,Lake Benjamin,Steven Scott PhD,4,550.55
1806,7/27/2023,Communication Skills,Internal,Passed,West Michaelhaven,Isaac Baker,3,176.2
1807,3/7/2023,Technical Skills,External,Failed,Port Gary,April Nelson,5,794.61
1810,2/22/2023,Project Management,External,Failed,West Jimmy,Jessica Moses,1,603.57
1811,7/25/2023,Customer Service,External,Failed,Jameschester,Douglas Brown,3,819.87
1812,3/4/2023,Leadership Development,Internal,Failed,West Craig,Christopher Gibson,2,836.19
1813,11/5/2022,Project Management,External,Passed,Christophermouth,Rachel Barnes,5,879.94
1814,6/4/2023,Customer Service,Internal,Failed,West Destiny,Brad Williams,3,532.3
1815,10/3/2022,Leadership Development,External,Failed,New Kimberlyport,Christopher George,5,758.21
1816,6/5/2023,Communication Skills,Internal,Failed,Tylermouth,Melissa Chambers,2,253.51
1818,3/20/2023,Leadership Development,External,Failed,New Marie,Cody Murray,5,909.47
1819,10/19/2022,Customer Service,Internal,Passed,South Amy,Eric Weiss,3,649.51
1820,6/30/2023,Customer Service,Internal,Failed,Richview,David Henson,1,742.26
1822,7/29/2023,Project Management,External,Failed,Wigginsland,Tony Long,1,999.06
1825,8/5/2022,Technical Skills,External,Passed,North Robertside,Robert Weaver,4,946.67
1829,4/21/2023,Customer Service,External,Passed,East Jasmineview,Jennifer Miller,4,333.8
1830,3/29/2023,Leadership Development,External,Passed,Knappfurt,Calvin Smith,3,764.21
1831,12/11/2022,Project Management,Internal,Failed,East Jenna,Randall Donaldson,3,756.42
1832,7/30/2023,Customer Service,Internal,Failed,Brennanborough,Kevin Gibson,2,716.62
1833,3/26/2023,Technical Skills,Internal,Failed,New Davidfort,Patrick Gomez,2,712.9
1836,7/21/2023,Project Management,Internal,Failed,North Brad,Rachel Daniels,1,760.41
1837,7/25/2023,Project Management,Internal,Failed,Lake Tashaside,Andrew Velazquez,5,567.74
1838,1/14/2023,Communication Skills,External,Failed,Collinsshire,Kimberly Richardson,5,582.7
1839,8/16/2022,Leadership Development,External,Failed,West Nicole,Jacqueline Kelly,2,645.16
1840,3/7/2023,Project Management,External,Passed,Port Dawnland,Steven Lewis,5,310.44
1841,8/13/2022,Communication Skills,External,Failed,Michellefurt,Cody Moses DDS,4,683.42
1842,7/19/2023,Communication Skills,Internal,Passed,Jacksontown,Jenna Parks,3,129.49
1844,8/19/2022,Project Management,Internal,Failed,Daniellemouth,John Santos,5,668.2
1846,4/25/2023,Communication Skills,Internal,Passed,Torresstad,Abigail Underwood,4,964.4
1848,2/15/2023,Communication Skills,Internal,Passed,Jonesshire,Philip Smith,5,816.07
1849,6/4/2023,Leadership Development,External,Passed,New Jefferyfort,Brian Lee,4,332.12
1852,10/16/2022,Customer Service,Internal,Passed,Douglaschester,Matthew Goodman,1,917.56
1853,8/10/2022,Project Management,External,Failed,Wesleyton,Noah Herrera,4,220.2
1855,8/30/2022,Technical Skills,External,Failed,South Matthewburgh,Andrew Gross,2,648.72
1856,7/4/2023,Leadership Development,External,Failed,West Kimberly,Natalie Skinner,4,687.77
1861,6/18/2023,Customer Service,Internal,Passed,Thompsonland,Bryan Reed,2,849.52
1862,12/21/2022,Communication Skills,Internal,Failed,New Chelsea,Juan Meyer,1,180.61
1865,11/13/2022,Project Management,Internal,Passed,Helenville,Kimberly Reed,3,802.75
1866,4/22/2023,Customer Service,External,Passed,Port Brandyview,Zachary Chandler,3,587.63
1868,3/27/2023,Leadership Development,Internal,Passed,West Dylan,Tracy Davis,4,599.79
1869,12/23/2022,Customer Service,Internal,Failed,Carmenstad,Robert Lee,3,280.46
1870,12/25/2022,Communication Skills,External,Failed,North Wendyfurt,Yvonne Anderson,3,969.98
1871,7/3/2023,Customer Service,Internal,Failed,North Jamesborough,Ronald Chang,4,643.07
1874,12/25/2022,Leadership Development,Internal,Passed,Wrightstad,Dustin Lewis,1,902.01
1877,5/1/2023,Technical Skills,External,Passed,Smithborough,Charles Parker,1,845.17
1878,5/25/2023,Technical Skills,External,Passed,Lake Cameronburgh,Thomas Erickson,5,932.44
1880,8/10/2022,Customer Service,Internal,Failed,Smithfurt,Danielle Wells,5,785.05
1881,6/30/2023,Communication Skills,External,Passed,South Rebeccahaven,Julian Ward,4,584.92
1884,9/9/2022,Project Management,External,Failed,New Kimberlychester,Robin Oneill,2,889.87
1885,2/15/2023,Customer Service,Internal,Failed,Thomasborough,Vanessa Riley,3,503.04
1887,12/23/2022,Customer Service,External,Passed,Jasminebury,Jessica Brown,4,547.76
1888,12/23/2022,Technical Skills,External,Passed,East Kim,Victoria Padilla,2,961.68
1889,2/9/2023,Leadership Development,Internal,Failed,New Eric,Laura Patterson,1,993.76
1890,10/25/2022,Communication Skills,Internal,Failed,Lake Randyshire,Tiffany Gutierrez,2,998.32
1891,7/13/2023,Leadership Development,External,Failed,Rodriguezfort,Jonathon Obrien,1,961.55
1892,2/9/2023,Technical Skills,External,Failed,West Leslie,Meagan Glenn,3,192.73
1893,9/28/2022,Leadership Development,Internal,Passed,East Breannaborough,Andrew Rivera,1,604.53
1894,5/29/2023,Technical Skills,External,Failed,Port Matthew,Annette Pace,2,144.39
1897,3/16/2023,Communication Skills,External,Passed,Benjaminbury,Mrs. Amy Foster,2,491.71
1899,1/29/2023,Leadership Development,Internal,Failed,Port Jenniferside,Tyler Mcgee,2,724.87
1900,4/27/2023,Communication Skills,Internal,Passed,North Darryl,Joe Flores,4,140.83
1905,11/24/2022,Leadership Development,Internal,Passed,Buchananton,Matthew Brooks,2,958.46
1906,3/5/2023,Project Management,External,Passed,Pamelaborough,Anthony Turner,5,228.41
1907,11/10/2022,Technical Skills,Internal,Passed,Wilsonborough,Dr. Michael Day,2,203.44
1908,7/21/2023,Project Management,External,Failed,Cynthiaside,Jill Martin,2,359.08
1909,3/15/2023,Technical Skills,Internal,Passed,Leestad,Stephen Neal,3,653.23
1910,10/12/2022,Customer Service,Internal,Passed,Evansshire,Shannon Spencer,5,614.4
1913,2/2/2023,Project Management,External,Failed,Brianland,Nicholas Mathis,3,195.29
1916,9/28/2022,Technical Skills,Internal,Failed,Allisonton,Hannah Cortez,1,331.66
1917,1/24/2023,Customer Service,Internal,Failed,Jonesside,Spencer Ford,3,419.83
1921,5/28/2023,Technical Skills,External,Failed,West Dawn,Steven Golden,2,813.17
1922,11/14/2022,Technical Skills,External,Passed,Maxwellfurt,Maria Le,3,636.38
1925,5/12/2023,Communication Skills,Internal,Passed,Karenshire,Jennifer Roberts,3,882.06
1926,6/30/2023,Leadership Development,Internal,Passed,New David,Mr. Donald Shepard,1,350.88
1927,2/23/2023,Leadership Development,External,Passed,Michaelmouth,Christopher Avila,5,571.81
1928,2/23/2023,Communication Skills,Internal,Failed,Toddbury,Jessica Jones,3,900.89
1929,8/4/2023,Customer Service,Internal,Failed,Burchfurt,Hannah Mays,3,312.56
1931,5/14/2023,Leadership Development,Internal,Failed,Wolfeton,Jonathan Hunt,5,381.36
1933,10/17/2022,Customer Service,Internal,Failed,Walkershire,Kim Lee,5,837.19
1935,9/16/2022,Customer Service,Internal,Passed,Rodriguezfurt,Anna Stafford,2,505.4
1938,8/24/2022,Communication Skills,External,Passed,Annaton,Jordan Stanley,5,316.61
1939,10/27/2022,Communication Skills,External,Passed,East Joseph,Kristi Lee,3,531.73
1941,2/4/2023,Leadership Development,External,Failed,Perryborough,Frank Rhodes,3,158.79
1944,10/26/2022,Technical Skills,External,Passed,New Maryfort,Michelle Rosales,5,742.31
1946,8/30/2022,Customer Service,Internal,Passed,Delgadomouth,Benjamin Mcdonald,1,967.18
1947,11/14/2022,Communication Skills,External,Failed,Brewerchester,Derek Smith,3,147.4
1949,4/28/2023,Customer Service,Internal,Failed,Jodyville,Samantha Thompson,5,592.96
1952,3/5/2023,Leadership Development,Internal,Passed,East Jeff,Sydney Bryant,1,846.22
1954,8/14/2022,Customer Service,External,Passed,Lake Cindy,Ronald Marsh,5,837.05
1955,7/22/2023,Leadership Development,Internal,Failed,Port Catherineside,Stephen Henry,3,202.35
1956,6/5/2023,Communication Skills,External,Passed,Lake Justin,Phillip Yates,4,590.97
1958,5/23/2023,Communication Skills,Internal,Failed,North Carolynside,Ethan Williams,2,141.91
1960,4/28/2023,Leadership Development,Internal,Passed,Port Jamiemouth,Victoria Richardson,4,176.82
1965,10/16/2022,Leadership Development,External,Failed,Sandramouth,Julie Kennedy,3,444.23
1966,5/19/2023,Communication Skills,Internal,Failed,Dennisberg,Mark Baker,5,497.54
1967,7/23/2023,Customer Service,Internal,Failed,West Austin,Alexander Myers,4,300.95
1968,11/25/2022,Customer Service,Internal,Failed,East Charleneview,Kimberly Becker,2,283.06
1971,12/20/2022,Leadership Development,External,Failed,West Sandratown,Nathaniel Rasmussen,1,331.8
1973,4/1/2023,Communication Skills,External,Failed,Geraldchester,Roy Juarez,1,596.48
1974,10/8/2022,Project Management,Internal,Failed,Port Billy,Jean Lee,2,677.45
1975,3/12/2023,Customer Service,Internal,Failed,Granttown,Mark Lam,5,664.61
1976,11/16/2022,Communication Skills,External,Passed,West Paul,Pamela Sanchez,5,405.13
1977,5/26/2023,Leadership Development,Internal,Failed,Port Austin,Heather Tucker,5,781.27
1978,1/18/2023,Leadership Development,Internal,Failed,Jerryborough,Monica Shaw,5,983.61
1980,3/25/2023,Project Management,External,Failed,Port Mariah,Terry Russell,1,446.07
1981,8/10/2022,Leadership Development,Internal,Passed,Harmonmouth,James Gross,1,676.42
1982,1/29/2023,Leadership Development,Internal,Passed,West Aaron,Tammy Jarvis,5,861.83
1984,8/18/2022,Leadership Development,Internal,Failed,Devinfurt,Brenda Rice,4,983.02
1986,2/21/2023,Communication Skills,Internal,Failed,Laurenton,Jon Roberts,3,800.81
1987,6/27/2023,Communication Skills,Internal,Failed,West Taratown,Jamie Mays,2,844.93
1989,12/4/2022,Leadership Development,External,Failed,Cookview,Karen Fox,4,329.3
1991,1/24/2023,Technical Skills,External,Failed,Allenhaven,Misty Trevino,2,643.63
1998,12/1/2022,Technical Skills,Internal,Passed,East Michael,Eddie King,2,186.77
2002,10/26/2022,Project Management,External,Failed,Whitebury,Michael Wright,1,217.86
2004,2/27/2023,Leadership Development,Internal,Passed,Taylorchester,Kathy Norris,1,628.83
2006,12/22/2022,Communication Skills,External,Passed,Houstontown,Ashley Edwards,2,892.65
2007,2/28/2023,Communication Skills,External,Passed,East Judyborough,Shane Quinn,1,211.17
2009,1/20/2023,Customer Service,Internal,Failed,Nicoleside,Gary Johnson,1,319.94
2014,3/2/2023,Technical Skills,External,Failed,Bauerland,Thomas Martinez,4,106.88
2016,9/13/2022,Technical Skills,Internal,Failed,New Stephanie,Robert Nelson,5,775.52
2017,12/3/2022,Communication Skills,External,Failed,Michaelhaven,Heidi Chavez,4,397.01
2018,8/21/2022,Customer Service,External,Failed,Lake Robertfort,Chris Walker,5,739.74
2019,10/6/2022,Technical Skills,External,Passed,Andreaberg,Jason Morris,2,789.2
2021,4/29/2023,Project Management,External,Failed,New Heidi,Dominic Spencer,4,646.72
2022,10/9/2022,Leadership Development,External,Failed,North Katherineton,Diane Carlson,3,742.84
2025,1/17/2023,Technical Skills,Internal,Passed,West Cherylview,John Branch,2,699.76
2027,8/8/2022,Technical Skills,External,Failed,New Audrey,Mariah Jones,5,664.12
2029,11/14/2022,Project Management,External,Passed,New Michael,Nicholas Briggs,1,813.01
2032,11/21/2022,Customer Service,Internal,Passed,Erikmouth,Adrian Clark,3,873.52
2033,3/11/2023,Leadership Development,External,Passed,Port Laurie,Joseph Carlson,1,358.65
2034,1/20/2023,Technical Skills,Internal,Passed,Crystalchester,Arthur Soto,1,632.33
2036,9/24/2022,Communication Skills,Internal,Passed,New Erinport,Ronald Hughes,3,849.04
2038,8/13/2022,Technical Skills,Internal,Passed,Rebeccamouth,Paula Roth,2,694.03
2039,5/24/2023,Customer Service,External,Failed,Zacharyside,Laura Meadows,1,738.69
2040,4/22/2023,Communication Skills,Internal,Passed,Port Glenn,Aaron Bowen,5,753.51
2041,9/25/2022,Technical Skills,External,Passed,West Brian,Kenneth Thompson,5,970.6
2042,2/14/2023,Customer Service,External,Passed,Johnsonhaven,Elizabeth Elliott,1,651.4
2043,10/8/2022,Project Management,Internal,Passed,Brendaville,Cody Dickson,5,809.68
2044,8/5/2023,Customer Service,External,Passed,Joshuaville,Andrew Lee,5,570.91
2045,5/4/2023,Customer Service,Internal,Failed,Garyview,Zachary Cole,1,852.72
2046,12/25/2022,Technical Skills,Internal,Failed,North Carriefurt,Mr. Philip Sullivan,1,787.98
2048,11/2/2022,Customer Service,External,Failed,Watsonview,Rodney Deleon,2,626.4
2049,3/28/2023,Project Management,Internal,Failed,South Wayneburgh,Cheryl Middleton,4,765.68
2050,12/13/2022,Communication Skills,Internal,Passed,Jasonbury,Heather Nunez,3,904.54
2051,3/17/2023,Project Management,Internal,Failed,South Cynthiafurt,Charles Robles,2,761.28
2052,11/6/2022,Project Management,Internal,Passed,South William,Charles Spencer,4,507.49
2053,5/13/2023,Leadership Development,Internal,Failed,Dukeborough,Kevin Carter,5,862.9
2055,11/8/2022,Technical Skills,External,Passed,South Jasonchester,Austin Carlson,2,805.7
2057,1/1/2023,Customer Service,Internal,Failed,Lake Tony,Omar Shepherd MD,3,605.36
2060,7/23/2023,Project Management,External,Failed,Port Lisaburgh,Lori Mckee,3,442.39
2061,3/15/2023,Technical Skills,External,Failed,South Taramouth,Stacey Ford,1,952.69
2062,5/20/2023,Project Management,External,Passed,North Lisaton,Evelyn Hart,1,842.36
2063,1/1/2023,Technical Skills,External,Failed,North Gabriel,Suzanne Watson,5,333.78
2065,5/15/2023,Leadership Development,Internal,Failed,Christopherhaven,Jonathan Stewart,1,283.86
2067,5/10/2023,Leadership Development,External,Failed,Lake Alexander,Maureen Harris,4,320.87
2068,2/3/2023,Leadership Development,Internal,Failed,West Anne,Scott Rice,3,670.68
2069,5/10/2023,Communication Skills,External,Failed,Evansland,Barbara Moore,3,685.62
2070,4/12/2023,Technical Skills,Internal,Passed,Lake Johnstad,Cathy Johnson,5,842.88
2071,2/9/2023,Technical Skills,Internal,Failed,New Rosemouth,Danielle Wise,5,735.7
2073,8/3/2023,Project Management,Internal,Failed,South Maria,Jennifer Juarez,3,760.53
2074,9/20/2022,Project Management,Internal,Passed,East Melissa,Karen Thompson,5,640.97
2075,10/27/2022,Customer Service,External,Failed,Josephmouth,Ronald Pearson,5,807.49
2076,11/8/2022,Communication Skills,Internal,Passed,Jasonstad,Lisa Freeman,3,350.22
2079,1/15/2023,Leadership Development,External,Passed,North Michaelmouth,Eric Contreras,4,444.96
2081,5/14/2023,Customer Service,External,Failed,Wandachester,Danny Charles,4,744.4
2082,8/9/2022,Customer Service,External,Failed,Kingbury,Sylvia Sweeney,1,230.77
2083,12/21/2022,Project Management,External,Failed,Port Robinland,Kelly Rogers,5,569.44
2084,2/2/2023,Project Management,External,Passed,South Robertstad,Kylie Gonzalez,1,677.67
2088,2/9/2023,Communication Skills,External,Passed,Benjaminfurt,Rhonda Thompson,3,407.99
2091,7/20/2023,Leadership Development,Internal,Failed,Jordanfurt,Joshua Middleton,3,102.77
2092,3/13/2023,Communication Skills,External,Passed,Smithchester,Brian Odom,5,246.13
2098,9/25/2022,Project Management,External,Failed,North Jamesberg,Matthew Brown,2,254.35
2099,2/28/2023,Customer Service,External,Passed,North Margaretton,George Hopkins,2,829.08
2100,4/29/2023,Communication Skills,External,Failed,Lake Laurafurt,Jeremiah Herring,2,710.31
2102,5/4/2023,Communication Skills,Internal,Passed,Jenniferside,Debbie Young,1,598.51
2103,9/6/2022,Technical Skills,Internal,Failed,Stevenston,Gregory Wells,3,958.29
2104,10/14/2022,Technical Skills,External,Passed,South Brianchester,Connie Mason,5,200.34
2105,11/10/2022,Technical Skills,External,Passed,Blackborough,Edwin Gomez,3,365.03
2108,9/5/2022,Customer Service,Internal,Passed,Port Ruthbury,Franklin Hunter,5,804.37
2109,4/18/2023,Project Management,External,Failed,Lake Renee,Elizabeth Sawyer,3,869.94
2110,12/30/2022,Communication Skills,Internal,Passed,West Susanton,Ms. Rebecca Conley,4,399.55
2113,8/18/2022,Project Management,Internal,Passed,Hayesborough,Michael Sullivan,2,394.54
2114,2/26/2023,Communication Skills,External,Passed,North Justinbury,Jonathan Davis,2,326.98
2115,9/24/2022,Leadership Development,Internal,Failed,Penaberg,Katherine Chapman,5,752.82
2116,8/26/2022,Leadership Development,Internal,Passed,Maryville,Kelli Lamb MD,2,990.89
2117,5/27/2023,Customer Service,External,Failed,Hickmanburgh,Mike Stevenson,4,531.69
2118,4/21/2023,Leadership Development,Internal,Passed,Scottview,Robert Smith,3,384.28
